AreaID|ManagedAreaName|ParameterName|ShellType|SizeClass|HabitatType|N_Years|SufficientData|EarliestLiveDate|LatestLiveDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
2|Apalachicola Bay Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|5|TRUE|1621|1993|2018-10-03T22:39:30Z|16|75.94|106.17|82.77|85.545625|8.68893546893596|Historical Oyster Body Size (HOBS) Study|5035
2|Apalachicola Bay Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|10|TRUE|1621|2002|2018-10-03T22:39:30Z|1460|25|74.6|35.435|37.7455616438356|10.1468715619389|Historical Oyster Body Size (HOBS) Study|5035
2|Apalachicola Bay Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|10|TRUE|1621|2002|2018-10-03T22:39:30Z|488|7.55|24.98|21.82|21.3472336065574|3.01121564179892|Historical Oyster Body Size (HOBS) Study|5035
2|Apalachicola Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|3|FALSE|2013|2016|2016-11-15T00:00:00Z|21|75|133|84|87.0952380952381|13.4532700928241|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling, Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|5063, 5073
2|Apalachicola Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|37|TRUE|1982|2023|2023-08-09T00:00:00Z|19751|75|170|80|84.8538301858134|10.0476712025602|Apalachicola Bay Oyster Size Class Monitoring, NRDA Oyster Cultch Recovery Project, RESTORE Oyster Cultch Recovery|4044, 5007, 10002
2|Apalachicola Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|4|FALSE|2013|2017|2017-08-29T00:00:00Z|256|25|74|40|42.195703125|11.7769141524704|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling, Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery, Oyster shell heights and taxonomic diversity in 2015-2017 among previously documented oiled and non-oiled reefs in Louisiana, Alabama, and the Florida panhandle|5063, 5071, 5073
2|Apalachicola Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|37|TRUE|1982|2023|2023-08-09T00:00:00Z|121890|25|74|40|43.7857002215112|14.4096635204324|Apalachicola Bay Oyster Size Class Monitoring, NRDA Oyster Cultch Recovery Project, RESTORE Oyster Cultch Recovery|4044, 5007, 10002
2|Apalachicola Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|4|FALSE|2013|2017|2017-08-29T00:00:00Z|437|2|24|15|14.1183066361556|5.02974490637346|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling, Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery, Oyster shell heights and taxonomic diversity in 2015-2017 among previously documented oiled and non-oiled reefs in Louisiana, Alabama, and the Florida panhandle|5063, 5071, 5073
2|Apalachicola Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Restored|34|TRUE|1982|2023|2023-08-15T00:00:00Z|57079|0|24|15|15.2007042870408|5.11527773339561|Apalachicola Bay Oyster Size Class Monitoring, NRDA Oyster Cultch Recovery Project, RESTORE Oyster Cultch Recovery|4044, 5007, 10002
3|Apalachicola National Estuarine Research Reserve|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|14|TRUE|1581|2011|2018-10-03T22:39:30Z|75|75.34|115.35|82.19|84.79|8.96946155243115|Historical Oyster Body Size (HOBS) Study|5035
3|Apalachicola National Estuarine Research Reserve|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|20|TRUE|1581|2011|2018-10-03T22:39:30Z|2788|25|74.68|37.155|39.899974892396|11.6807935593701|Historical Oyster Body Size (HOBS) Study|5035
3|Apalachicola National Estuarine Research Reserve|ShellHeight_mm|Dead Oyster Shells||Natural|20|TRUE|||2018-10-03T22:39:30Z|1259|4.47|86.12|22.39|24.5033598093725|10.6434319703803|Historical Oyster Body Size (HOBS) Study|5035
3|Apalachicola National Estuarine Research Reserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|4|FALSE|2013|2017|2017-08-29T00:00:00Z|36|75|133|84|86.2111111111111|10.8976479186442|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling, Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery, Oyster shell heights and taxonomic diversity in 2015-2017 among previously documented oiled and non-oiled reefs in Louisiana, Alabama, and the Florida panhandle|5063, 5071, 5073
3|Apalachicola National Estuarine Research Reserve|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|37|TRUE|1982|2023|2023-08-09T00:00:00Z|36418|75|170|80|84.2019056510517|9.68989814358806|Apalachicola Bay Oyster Size Class Monitoring, NRDA Oyster Cultch Recovery Project, RESTORE Oyster Cultch Recovery|4044, 5007, 10002
