AreaID|ManagedAreaName|Year|Month|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
2|Apalachicola Bay Aquatic Preserve|1982|9|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|57|75|115|80|84.2982456140351|9.32731187787607|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1982|9|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|166|25|70|55|52.3493975903615|12.3665567927225|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1982|9|ShellHeight_mm|Live Oyster Shells||Restored|8|15|20|20|19.375|1.76776695296637|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1982|12|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|34|75|110|80|82.5|8.09507893910264|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1982|12|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|106|30|70|57.5|55.0471698113208|10.6568842721471|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|3|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|36|75|100|80|81.6666666666667|6.65475125648692|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|3|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|76|30|70|60|56.9078947368421|10.1969637723902|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|6|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|23|75|115|80|86.0869565217391|11.6732524231419|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|53|30|70|60|59.1509433962264|11.039084804623|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|9|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|27|75|95|80|82.037037037037|5.59176235795176|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|9|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|83|30|70|60|58.855421686747|10.9133309955106|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|9|ShellHeight_mm|Live Oyster Shells||Restored|1|20|20|20|20||Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|12|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|24|75|100|90|86.0416666666667|8.84395724266829|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|12|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|63|25|70|35|40.0793650793651|12.9668331091557|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1983|12|ShellHeight_mm|Live Oyster Shells||Restored|9|15|20|20|18.3333333333333|2.5|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1984|6|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|155|75|160|85|89.0967741935484|13.597542842175|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1984|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|210|25|70|55|51.9285714285714|13.9623431650118|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1984|6|ShellHeight_mm|Live Oyster Shells||Restored|10|15|20|20|19.5|1.58113883008419|Apalachicola Bay Oyster Size Class Monitoring|10002
2|Apalachicola Bay Aquatic Preserve|1984|9|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|30|75|120|80|86|11.4017542509914|Apalachicola Bay Oyster Size Class Monitoring|10002
