AreaID|ManagedAreaName|Year|Month|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
2|Apalachicola Bay Aquatic Preserve|2016|6|PercentLive_pct|Live Oyster Shells||Restored|5|16.66666667|46.15384615|40|33.395643782|13.0769084846312|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2017|4|PercentLive_pct|Live Oyster Shells||Restored|120|0|100|58.292880255|52.092450653|34.7267747856117|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2017|5|PercentLive_pct|Live Oyster Shells||Restored|60|0|100|83.33333333|49.8188965175|47.5171889365692|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2017|6|PercentLive_pct|Live Oyster Shells||Restored|175|0|100|50|44.9941750101714|38.4116189503833|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2017|7|PercentLive_pct|Live Oyster Shells||Restored|60|0|100|61.20401338|51.4410953983333|39.4777985360513|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2017|11|PercentLive_pct|Live Oyster Shells||Restored|45|58.82352941|100|93.33333333|89.1415403226667|9.66651792146765|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2017|12|PercentLive_pct|Live Oyster Shells||Restored|45|0|100|50|50.0344981415556|38.4581925951752|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2018|2|PercentLive_pct|Live Oyster Shells||Restored|45|0|100|0|24.3421516753333|35.2246726959008|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2018|3|PercentLive_pct|Live Oyster Shells||Restored|210|0|100|60.91269841|51.0076367441905|38.8974493601583|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2018|4|PercentLive_pct|Live Oyster Shells||Restored|75|0|100|0|28.5873015873333|40.4470773741713|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2018|6|PercentLive_pct|Live Oyster Shells||Restored|101|33.3333333|100|92.5925925|88.3423864257426|13.3865792392111|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2018|10|PercentLive_pct|Live Oyster Shells||Natural|15|0|22|6|7.46666666666667|5.986492732652|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2019|6|PercentLive_pct|Live Oyster Shells||Restored|45|54.7445255|92.6605504|80.4597701|77.9335685888889|8.3944569059914|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2019|7|PercentLive_pct|Live Oyster Shells||Restored|67|7.6923076|100|93.2885906|79.3649771343284|28.2827010827277|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2019|9|PercentLive_pct|Live Oyster Shells||Restored|75|0|100|0|13.1428571428|33.7702565305049|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2019|10|PercentLive_pct|Live Oyster Shells||Natural|26|0|3|0|0.153846153846154|0.612686392361227|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2019|10|PercentLive_pct|Live Oyster Shells||Restored|120|0|100|85.71428571|63.9559098511667|42.3805685555811|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2019|11|PercentLive_pct|Live Oyster Shells||Restored|165|0|100|95|71.7659847740606|39.2262799018275|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2019|12|PercentLive_pct|Live Oyster Shells||Restored|60|0|100|73.214285715|66.3392857145|38.1659177420162|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2020|12|PercentLive_pct|Live Oyster Shells||Natural|35|0|15|0|1.85714285714286|3.48224789757537|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2020|12|PercentLive_pct|Live Oyster Shells||Restored|44|50|100|97.88306445|95.6356468568182|8.96737972424191|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2021|1|PercentLive_pct|Live Oyster Shells||Restored|45|84.2975206|99.4923857|95.8333333|94.8165270444444|3.61337709981903|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2021|4|PercentLive_pct|Live Oyster Shells||Restored|47|83.3333333|100|100|97.8236106382979|3.90687356126993|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2021|7|PercentLive_pct|Live Oyster Shells||Restored|105|0|100|90|61.7112622826667|44.6095669172427|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2021|9|PercentLive_pct|Live Oyster Shells||Restored|210|0|100|94.28104575|73.7013809469048|37.4372833412809|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2021|11|PercentLive_pct|Live Oyster Shells||Natural|33|0|8|0|1.24242424242424|2.10698693384509|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2021|12|PercentLive_pct|Live Oyster Shells||Restored|105|0|100|84.21052632|70.0980236829524|35.2407623752787|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2023|1|PercentLive_pct|Live Oyster Shells||Natural|20|0|14|0|0.95|3.17017349682947|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2023|2|PercentLive_pct|Live Oyster Shells||Natural|20|5|37|13.5|16.15|9.40478601564119|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2023|5|PercentLive_pct|Live Oyster Shells||Restored|45|0|100|100|77.3292849128889|36.1795190000708|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2023|6|PercentLive_pct|Live Oyster Shells||Restored|60|0|100|0|21.8055555555|37.6790036127272|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2023|7|PercentLive_pct|Live Oyster Shells||Restored|105|0|100|0|21.3595267167619|38.536655131923|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2023|8|PercentLive_pct|Live Oyster Shells||Restored|210|0|100|0|24.1179738251905|40.4680182971209|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2024|1|PercentLive_pct|Live Oyster Shells||Natural|35|0|71|2|16.4571428571429|20.687226603337|Apalachicola Intertidal Oyster Project|5010
3|Apalachicola National Estuarine Research Reserve|2016|6|PercentLive_pct|Live Oyster Shells||Restored|5|16.66666667|46.15384615|40|33.395643782|13.0769084846312|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2017|4|PercentLive_pct|Live Oyster Shells||Restored|120|0|100|58.292880255|52.092450653|34.7267747856117|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2017|5|PercentLive_pct|Live Oyster Shells||Restored|60|0|100|83.33333333|49.8188965175|47.5171889365692|NRDA Oyster Cultch Recovery Project|4044
