AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|ParameterName|RelativeDepth|N_Data|N_Years|EarliestYear|LatestYear|SufficientData|Season|Median|Independent|tau|z|p_z|chi_sq|p_chi_sq|SennSlope|SennIntercept|Trend
1|Alligator Harbor Aquatic Preserve||||Dissolved Oxygen||0|0|||FALSE|||||||||||
2|Apalachicola Bay Aquatic Preserve||||Dissolved Oxygen||0|0|||FALSE|||||||||||
3|Apalachicola National Estuarine Research Reserve||||Dissolved Oxygen||0|0|||FALSE|||||||||||
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|Dissolved Oxygen|surface|1146|4|2014|2017|FALSE|||||||||||
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|All|7.09708333333333|TRUE|0.1479|10.6452|0|134.2871|0|0.0571111111111111|5.70218002946128|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|1|8.84291666666667|TRUE|-0.1464|-2.7645|0.0057|||-0.0620601851851852|10.8288425925926|-1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|2|8.203125|TRUE|0.014|0.2493|0.8031|||0.005|8.043125|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|3|7.91604166666667|TRUE|-0.077|-1.4321|0.1521|||-0.0252380952380953|8.72366071428572|-1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|4|7.25401515151515|TRUE|0.2165|4.071|0|||0.0614895833333334|5.28634848484848|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|5|7.11479166666667|TRUE|0.3276|6.7189|0|||0.123969298245614|3.20975877192983|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|6|6.2|TRUE|0.2222|4.482|0|||0.113530701754386|2.62378289473684|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|7|5.715|TRUE|0.3387|6.8947|0|||0.3204875|-4.5406|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|8|5.84083333333333|TRUE|0.32|6.5462|0|||0.215416666666667|-1.0525|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|9|6.075342445625|TRUE|0.3316|6.7229|0|||0.165|0.960342445624999|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|10|6.506875|TRUE|0.0429|0.8833|0.3771|||0.0125439814814815|6.11801157407408|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|Dissolved Oxygen|surface|2067|35|1987|2021|TRUE|11|7.51708333333333|TRUE|0.0755|1.5228|0.1278|||0.0291911764705883|6.5975612745098|1
